X,Y,ID,X_MIN,X_MAX,Y_MIN,Y_MAX,PNTCNT,X,Y
597879,5204784,54,597379.000000000000000,598379.000000000000000,5204284.000000000000000,5205284.000000000000000,0,597879.000,5204784
598879,5204784,55,598379.000000000000000,599379.000000000000000,5204284.000000000000000,5205284.000000000000000,0,598879.000,5204784
599879,5204784,56,599379.000000000000000,600379.000000000000000,5204284.000000000000000,5205284.000000000000000,0,599879.000,5204784
600879,5204784,57,600379.000000000000000,601379.000000000000000,5204284.000000000000000,5205284.000000000000000,0,600879.000,5204784
601879,5204784,58,601379.000000000000000,602379.000000000000000,5204284.000000000000000,5205284.000000000000000,0,601879.000,5204784
602879,5204784,59,602379.000000000000000,603379.000000000000000,5204284.000000000000000,5205284.000000000000000,0,602879.000,5204784
603879,5204784,60,603379.000000000000000,604379.000000000000000,5204284.000000000000000,5205284.000000000000000,0,603879.000,5204784
604879,5204784,61,604379.000000000000000,605379.000000000000000,5204284.000000000000000,5205284.000000000000000,0,604879.000,5204784
605879,5204784,62,605379.000000000000000,606379.000000000000000,5204284.000000000000000,5205284.000000000000000,0,605879.000,5204784
606879,5204784,63,606379.000000000000000,607379.000000000000000,5204284.000000000000000,5205284.000000000000000,0,606879.000,5204784
607879,5204784,64,607379.000000000000000,608379.000000000000000,5204284.000000000000000,5205284.000000000000000,0,607879.000,5204784
608879,5204784,65,608379.000000000000000,609379.000000000000000,5204284.000000000000000,5205284.000000000000000,0,608879.000,5204784
609879,5204784,66,609379.000000000000000,610379.000000000000000,5204284.000000000000000,5205284.000000000000000,0,609879.000,5204784
610879,5204784,67,610379.000000000000000,611379.000000000000000,5204284.000000000000000,5205284.000000000000000,0,610879.000,5204784
611879,5204784,68,611379.000000000000000,612379.000000000000000,5204284.000000000000000,5205284.000000000000000,0,611879.000,5204784
612879,5204784,69,612379.000000000000000,613379.000000000000000,5204284.000000000000000,5205284.000000000000000,0,612879.000,5204784
613879,5204784,70,613379.000000000000000,614379.000000000000000,5204284.000000000000000,5205284.000000000000000,0,613879.000,5204784
614879,5204784,71,614379.000000000000000,615379.000000000000000,5204284.000000000000000,5205284.000000000000000,0,614879.000,5204784
615879,5204784,72,615379.000000000000000,616379.000000000000000,5204284.000000000000000,5205284.000000000000000,0,615879.000,5204784
616879,5204784,73,616379.000000000000000,617379.000000000000000,5204284.000000000000000,5205284.000000000000000,0,616879.000,5204784
617879,5204784,74,617379.000000000000000,618379.000000000000000,5204284.000000000000000,5205284.000000000000000,0,617879.000,5204784
618879,5204784,75,618379.000000000000000,619379.000000000000000,5204284.000000000000000,5205284.000000000000000,0,618879.000,5204784
581879,5203784,76,581379.000000000000000,582379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,581879.000,5203784
582879,5203784,77,582379.000000000000000,583379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,582879.000,5203784
583879,5203784,78,583379.000000000000000,584379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,583879.000,5203784
584879,5203784,79,584379.000000000000000,585379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,584879.000,5203784
585879,5203784,80,585379.000000000000000,586379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,585879.000,5203784
586879,5203784,81,586379.000000000000000,587379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,586879.000,5203784
587879,5203784,82,587379.000000000000000,588379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,587879.000,5203784
588879,5203784,83,588379.000000000000000,589379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,588879.000,5203784
589879,5203784,84,589379.000000000000000,590379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,589879.000,5203784
590879,5203784,85,590379.000000000000000,591379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,590879.000,5203784
591879,5203784,86,591379.000000000000000,592379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,591879.000,5203784
592879,5203784,87,592379.000000000000000,593379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,592879.000,5203784
593879,5203784,88,593379.000000000000000,594379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,593879.000,5203784
594879,5203784,89,594379.000000000000000,595379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,594879.000,5203784
595879,5203784,90,595379.000000000000000,596379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,595879.000,5203784
596879,5203784,91,596379.000000000000000,597379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,596879.000,5203784
597879,5203784,92,597379.000000000000000,598379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,597879.000,5203784
598879,5203784,93,598379.000000000000000,599379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,598879.000,5203784
599879,5203784,94,599379.000000000000000,600379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,599879.000,5203784
600879,5203784,95,600379.000000000000000,601379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,600879.000,5203784
601879,5203784,96,601379.000000000000000,602379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,601879.000,5203784
602879,5203784,97,602379.000000000000000,603379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,602879.000,5203784
603879,5203784,98,603379.000000000000000,604379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,603879.000,5203784
604879,5203784,99,604379.000000000000000,605379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,604879.000,5203784
605879,5203784,100,605379.000000000000000,606379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,605879.000,5203784
606879,5203784,101,606379.000000000000000,607379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,606879.000,5203784
607879,5203784,102,607379.000000000000000,608379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,607879.000,5203784
608879,5203784,103,608379.000000000000000,609379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,608879.000,5203784
609879,5203784,104,609379.000000000000000,610379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,609879.000,5203784
610879,5203784,105,610379.000000000000000,611379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,610879.000,5203784
611879,5203784,106,611379.000000000000000,612379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,611879.000,5203784
612879,5203784,107,612379.000000000000000,613379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,612879.000,5203784
613879,5203784,108,613379.000000000000000,614379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,613879.000,5203784
614879,5203784,109,614379.000000000000000,615379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,614879.000,5203784
615879,5203784,110,615379.000000000000000,616379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,615879.000,5203784
616879,5203784,111,616379.000000000000000,617379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,616879.000,5203784
617879,5203784,112,617379.000000000000000,618379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,617879.000,5203784
618879,5203784,113,618379.000000000000000,619379.000000000000000,5203284.000000000000000,5204284.000000000000000,0,618879.000,5203784
581879,5202784,114,581379.000000000000000,582379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,581879.000,5202784
582879,5202784,115,582379.000000000000000,583379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,582879.000,5202784
583879,5202784,116,583379.000000000000000,584379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,583879.000,5202784
584879,5202784,117,584379.000000000000000,585379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,584879.000,5202784
585879,5202784,118,585379.000000000000000,586379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,585879.000,5202784
586879,5202784,119,586379.000000000000000,587379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,586879.000,5202784
587879,5202784,120,587379.000000000000000,588379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,587879.000,5202784
588879,5202784,121,588379.000000000000000,589379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,588879.000,5202784
589879,5202784,122,589379.000000000000000,590379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,589879.000,5202784
590879,5202784,123,590379.000000000000000,591379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,590879.000,5202784
591879,5202784,124,591379.000000000000000,592379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,591879.000,5202784
592879,5202784,125,592379.000000000000000,593379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,592879.000,5202784
593879,5202784,126,593379.000000000000000,594379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,593879.000,5202784
594879,5202784,127,594379.000000000000000,595379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,594879.000,5202784
595879,5202784,128,595379.000000000000000,596379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,595879.000,5202784
596879,5202784,129,596379.000000000000000,597379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,596879.000,5202784
597879,5202784,130,597379.000000000000000,598379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,597879.000,5202784
598879,5202784,131,598379.000000000000000,599379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,598879.000,5202784
599879,5202784,132,599379.000000000000000,600379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,599879.000,5202784
600879,5202784,133,600379.000000000000000,601379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,600879.000,5202784
601879,5202784,134,601379.000000000000000,602379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,601879.000,5202784
602879,5202784,135,602379.000000000000000,603379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,602879.000,5202784
603879,5202784,136,603379.000000000000000,604379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,603879.000,5202784
604879,5202784,137,604379.000000000000000,605379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,604879.000,5202784
605879,5202784,138,605379.000000000000000,606379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,605879.000,5202784
606879,5202784,139,606379.000000000000000,607379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,606879.000,5202784
607879,5202784,140,607379.000000000000000,608379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,607879.000,5202784
608879,5202784,141,608379.000000000000000,609379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,608879.000,5202784
609879,5202784,142,609379.000000000000000,610379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,609879.000,5202784
610879,5202784,143,610379.000000000000000,611379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,610879.000,5202784
611879,5202784,144,611379.000000000000000,612379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,611879.000,5202784
612879,5202784,145,612379.000000000000000,613379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,612879.000,5202784
613879,5202784,146,613379.000000000000000,614379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,613879.000,5202784
614879,5202784,147,614379.000000000000000,615379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,614879.000,5202784
615879,5202784,148,615379.000000000000000,616379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,615879.000,5202784
616879,5202784,149,616379.000000000000000,617379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,616879.000,5202784
617879,5202784,150,617379.000000000000000,618379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,617879.000,5202784
618879,5202784,151,618379.000000000000000,619379.000000000000000,5202284.000000000000000,5203284.000000000000000,0,618879.000,5202784
581879,5201784,152,581379.000000000000000,582379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,581879.000,5201784
582879,5201784,153,582379.000000000000000,583379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,582879.000,5201784
583879,5201784,154,583379.000000000000000,584379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,583879.000,5201784
584879,5201784,155,584379.000000000000000,585379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,584879.000,5201784
585879,5201784,156,585379.000000000000000,586379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,585879.000,5201784
586879,5201784,157,586379.000000000000000,587379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,586879.000,5201784
587879,5201784,158,587379.000000000000000,588379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,587879.000,5201784
588879,5201784,159,588379.000000000000000,589379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,588879.000,5201784
589879,5201784,160,589379.000000000000000,590379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,589879.000,5201784
590879,5201784,161,590379.000000000000000,591379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,590879.000,5201784
591879,5201784,162,591379.000000000000000,592379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,591879.000,5201784
592879,5201784,163,592379.000000000000000,593379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,592879.000,5201784
593879,5201784,164,593379.000000000000000,594379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,593879.000,5201784
594879,5201784,165,594379.000000000000000,595379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,594879.000,5201784
595879,5201784,166,595379.000000000000000,596379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,595879.000,5201784
596879,5201784,167,596379.000000000000000,597379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,596879.000,5201784
597879,5201784,168,597379.000000000000000,598379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,597879.000,5201784
598879,5201784,169,598379.000000000000000,599379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,598879.000,5201784
599879,5201784,170,599379.000000000000000,600379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,599879.000,5201784
600879,5201784,171,600379.000000000000000,601379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,600879.000,5201784
601879,5201784,172,601379.000000000000000,602379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,601879.000,5201784
602879,5201784,173,602379.000000000000000,603379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,602879.000,5201784
603879,5201784,174,603379.000000000000000,604379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,603879.000,5201784
604879,5201784,175,604379.000000000000000,605379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,604879.000,5201784
605879,5201784,176,605379.000000000000000,606379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,605879.000,5201784
606879,5201784,177,606379.000000000000000,607379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,606879.000,5201784
607879,5201784,178,607379.000000000000000,608379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,607879.000,5201784
608879,5201784,179,608379.000000000000000,609379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,608879.000,5201784
609879,5201784,180,609379.000000000000000,610379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,609879.000,5201784
610879,5201784,181,610379.000000000000000,611379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,610879.000,5201784
611879,5201784,182,611379.000000000000000,612379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,611879.000,5201784
612879,5201784,183,612379.000000000000000,613379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,612879.000,5201784
613879,5201784,184,613379.000000000000000,614379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,613879.000,5201784
614879,5201784,185,614379.000000000000000,615379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,614879.000,5201784
615879,5201784,186,615379.000000000000000,616379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,615879.000,5201784
616879,5201784,187,616379.000000000000000,617379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,616879.000,5201784
617879,5201784,188,617379.000000000000000,618379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,617879.000,5201784
618879,5201784,189,618379.000000000000000,619379.000000000000000,5201284.000000000000000,5202284.000000000000000,0,618879.000,5201784
581879,5200784,190,581379.000000000000000,582379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,581879.000,5200784
582879,5200784,191,582379.000000000000000,583379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,582879.000,5200784
583879,5200784,192,583379.000000000000000,584379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,583879.000,5200784
584879,5200784,193,584379.000000000000000,585379.000000000000000,5200284.000000000000000,5201284.000000000000000,29,584879.000,5200784
585879,5200784,194,585379.000000000000000,586379.000000000000000,5200284.000000000000000,5201284.000000000000000,19,585879.000,5200784
586879,5200784,195,586379.000000000000000,587379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,586879.000,5200784
587879,5200784,196,587379.000000000000000,588379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,587879.000,5200784
588879,5200784,197,588379.000000000000000,589379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,588879.000,5200784
589879,5200784,198,589379.000000000000000,590379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,589879.000,5200784
590879,5200784,199,590379.000000000000000,591379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,590879.000,5200784
591879,5200784,200,591379.000000000000000,592379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,591879.000,5200784
592879,5200784,201,592379.000000000000000,593379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,592879.000,5200784
593879,5200784,202,593379.000000000000000,594379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,593879.000,5200784
594879,5200784,203,594379.000000000000000,595379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,594879.000,5200784
595879,5200784,204,595379.000000000000000,596379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,595879.000,5200784
596879,5200784,205,596379.000000000000000,597379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,596879.000,5200784
597879,5200784,206,597379.000000000000000,598379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,597879.000,5200784
598879,5200784,207,598379.000000000000000,599379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,598879.000,5200784
599879,5200784,208,599379.000000000000000,600379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,599879.000,5200784
600879,5200784,209,600379.000000000000000,601379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,600879.000,5200784
601879,5200784,210,601379.000000000000000,602379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,601879.000,5200784
602879,5200784,211,602379.000000000000000,603379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,602879.000,5200784
603879,5200784,212,603379.000000000000000,604379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,603879.000,5200784
604879,5200784,213,604379.000000000000000,605379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,604879.000,5200784
605879,5200784,214,605379.000000000000000,606379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,605879.000,5200784
606879,5200784,215,606379.000000000000000,607379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,606879.000,5200784
607879,5200784,216,607379.000000000000000,608379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,607879.000,5200784
608879,5200784,217,608379.000000000000000,609379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,608879.000,5200784
609879,5200784,218,609379.000000000000000,610379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,609879.000,5200784
610879,5200784,219,610379.000000000000000,611379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,610879.000,5200784
611879,5200784,220,611379.000000000000000,612379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,611879.000,5200784
612879,5200784,221,612379.000000000000000,613379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,612879.000,5200784
613879,5200784,222,613379.000000000000000,614379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,613879.000,5200784
614879,5200784,223,614379.000000000000000,615379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,614879.000,5200784
615879,5200784,224,615379.000000000000000,616379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,615879.000,5200784
616879,5200784,225,616379.000000000000000,617379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,616879.000,5200784
617879,5200784,226,617379.000000000000000,618379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,617879.000,5200784
618879,5200784,227,618379.000000000000000,619379.000000000000000,5200284.000000000000000,5201284.000000000000000,0,618879.000,5200784
581879,5199784,228,581379.000000000000000,582379.000000000000000,5199284.000000000000000,5200284.000000000000000,0,581879.000,5199784
582879,5199784,229,582379.000000000000000,583379.000000000000000,5199284.000000000000000,5200284.000000000000000,0,582879.000,5199784
583879,5199784,230,583379.000000000000000,584379.000000000000000,5199284.000000000000000,5200284.000000000000000,0,583879.000,5199784
584879,5199784,231,584379.000000000000000,585379.000000000000000,5199284.000000000000000,5200284.000000000000000,0,584879.000,5199784
585879,5199784,232,585379.000000000000000,586379.000000000000000,5199284.000000000000000,5200284.000000000000000,5,585879.000,5199784
586879,5199784,233,586379.000000000000000,587379.000000000000000,5199284.000000000000000,5200284.000000000000000,0,586879.000,5199784
587879,5199784,234,587379.000000000000000,588379.000000000000000,5199284.000000000000000,5200284.000000000000000,0,587879.000,5199784
588879,5199784,235,588379.000000000000000,589379.000000000000000,5199284.000000000000000,5200284.000000000000000,0,588879.000,5199784
589879,5199784,236,589379.000000000000000,590379.000000000000000,5199284.000000000000000,5200284.000000000000000,0,589879.000,5199784
590879,5199784,237,590379.000000000000000,591379.000000000000000,5199284.000000000000000,5200284.000000000000000,0,590879.000,5199784
